model,dataset,condition,layer,rel_l2,cos_dist
gemma,qtsumm,noise_5_adversarial,27,0.0012448530830442906,1.0355273261666297e-05
gemma,qtsumm,noise_5_adversarial,28,0.0012126877158880234,9.864848107099532e-06
gemma,qtsumm,noise_5_adversarial,29,0.0012561525218188763,1.0986272245645523e-05
gemma,qtsumm,noise_5_adversarial,30,0.0012406974658370018,1.107487827539444e-05
gemma,qtsumm,noise_5_adversarial,31,0.0012808054871857166,1.2027602642774583e-05
gemma,qtsumm,noise_5_adversarial,32,0.001301285456866026,1.3566296547651292e-05
gemma,qtsumm,noise_5_adversarial,33,0.0013411646522581578,1.4283303171396255e-05
gemma,qtsumm,noise_5_adversarial,34,0.001396783087402582,1.556119881570339e-05
gemma,qtsumm,noise_5_adversarial,35,0.0014251181203871965,1.675269566476345e-05
gemma,qtsumm,noise_5_adversarial,36,0.0014767851121723651,1.7150919884443283e-05
gemma,qtsumm,noise_5_adversarial,37,0.001508334781974554,1.780720427632332e-05
gemma,qtsumm,noise_5_adversarial,38,0.0015267681144177914,1.8588928505778312e-05
gemma,qtsumm,noise_5_adversarial,39,0.001524661872535944,1.6436073929071425e-05
gemma,qtsumm,noise_5_adversarial,40,0.0015411140583455564,1.618633046746254e-05
gemma,qtsumm,noise_5_adversarial,41,0.0015336197707802057,1.5368452295660973e-05
gemma,qtsumm,noise_5_adversarial,42,0.0021287142485380173,2.5577740743756294e-05
